fecha,titular,enlace_noticia,url_foto,actor,ubicacion,latitud,longitud,catalizador,accion_digital,modificadores,puntaje_riesgo,nivel_alerta,palabra_clave,analisis_ia,id,fuentes_adicionales,ruta_evidencia_local,tipologia_oficial
2020-12-13 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,Desconocido,Contulmo,-37.906501,-73.285718,Data Estática,Ataque Incendiario,Ninguno,6.0,MEDIO,"Incendio Cabaña, Destrucción Estructuras",Queman cabaña ex estación Lanalhue,2c677ff3-5339-4661-96b1-b82f7a1f586d,KMZ_MZS_Historico,,Ataque Incendiario
2024-11-06 00:00:00+00:00,"Operación ""Los Capos"" desarticuló banda criminal de robo de madera en la Macrozona Sur - latribuna.cl",https://www.latribuna.cl/policial/2024/11/06/operacion-los-capos-desarticulo-banda-criminal-de-robo-de-madera-en-la-macrozona-sur.html,,Estructuras de Robo de Madera,Cunco,-38.9310331,-72.0259209,Conflicto Forestal,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Madera', 'Robo",Operación 'Los Capos' desarticuló banda criminal de robo de madera en la comuna de Cunco,2c6af95a-5e71-422a-80dc-0c98c63f4b7c,,,Robo de Madera
2022-02-17 00:00:00+00:00,Quema maquinaria,Archivo Local KMZ,,un grupo de aproximadamente 8 sujetos,Lanco,-39.554847,-72.61557,Data Estática,Ataque Incendiario,"Contratistas / Forestal, Carabineros / FFAA",8.5,CRÍTICO,"Emboscada Armada, Armas De Fuego","Los Mañíos ""Que, el día domingo 17 de julio de 2022, aproximadamente a las 5 00 horas, un grupo de aproximadamente 8 sujetos, premunidos de armas de fuego largas, tipo escopeta, y cortas, tipo pistolas, todas encapuc",2c6c2030-7c3c-4ae7-9b22-9dec6d1ae435,KMZ_MZS_Historico,,Ataque Armado
2021-01-22 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,-,Cañete,-37.975302,-73.400531,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Vehículos Quemados, Incendio Deliberado",Camioneta quemada en cruce collico 1 camioneta,2c70da8c-d046-4bde-aa35-24c9e8f93577,KMZ_MZS_Historico,,Ataque Incendiario
2021-08-12 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,,Curacautín,-38.282182,-72.172991,Data Estática,Ataque Incendiario,Ninguno,6.0,MEDIO,"Incendio Provocativo, Fundo",Ataque incendiario a fundo Santa Ana 1 fundo,2c7667c4-210b-4686-b42f-b95da7d0360a,KMZ_MZS_Historico,,Ataque Incendiario
2026-05-10 00:00:00+00:00,"Presidenta de RN y operativo en Temucuicui: ""es una luz de esperanza"", pero Estado de Excepción ""sigue siendo demasiado necesario"" - Teletrece",https://www.t13.cl/amp/noticia/politica/presidenta-de-rn-operativo-temucuicui-luz-esperanza-pero-estado-excepcion-sigue-siendo-demasiado,,Andrea Balladares,Temucuicui,-38.09384,-72.43434,Conflicto Forestal,Declaración / Comunicado,Ninguno,2.0,BAJO,"Gobierno', 'Kast","La presidenta de RN, Andrea Balladares, analiza la contingencia política y la crisis de seguridad en Chile",2c7ff72f-4a97-4a32-a887-6a7bc99e867a,,,Sabotaje / Otros
2021-10-06 00:00:00+00:00,Atentado,Archivo Local KMZ,,conductor,Tirúa,-38.126022,-73.390615,Data Estática,Otro / No Clasificado,Infraestructura Crítica,7.0,ALTO,"Accidente Vehicular, Otro / No Clasificado",Conductor choca con árbol en ruta,2c8be617-60b0-44c0-aa92-32a6d1aafe6d,KMZ_MZS_Historico,,Sabotaje / Otros
2022-02-04 00:00:00+00:00,Quema camión,Archivo Local KMZ,,,Collipulli,-38.030117,-72.06128,Data Estática,Ataque Incendiario,Infraestructura Crítica,7.0,ALTO,"Ataque Incendiario, Vehículos Quemados",Ataque incendiario en ruta deja camión quemado,2cc5ef7f-96b7-46f3-91b6-2568e1cca2fd,KMZ_MZS_Historico,,Ataque Incendiario
2022-02-17 00:00:00+00:00,Ataque armado,Archivo Local KMZ,,Carabineros y comunidad,Traiguén,-38.089796,-72.810871,Data Estática,Ataque Armado,Carabineros / FFAA,7.5,ALTO,"Enfrentamiento Armado, Toma",Enfrentamiento armado entre Carabineros y comunidad en toma,2cd4bd79-0867-4b28-9d1b-ee9cea108d1e,KMZ_MZS_Historico,,Usurpación
2021-08-04 00:00:00+00:00,Quema maquinaria,Archivo Local KMZ,,Desconocido,Panguipulli,-39.734765,-72.383614,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Sabotaje Forestal, Vehículos Quemados",8-04 2021. Panguipulli. Quema de 3 maquinarias forestales y camioneta de Besalco. 2 skidder y 1 grúa.,2cdd3ef8-1437-45d8-81e5-4c2b3ccaad9b,KMZ_MZS_Historico,,Sabotaje / Otros
2021-05-06 00:00:00+00:00,Ataque armado,Archivo Local KMZ,,Desconocido,Tirúa,-38.251535,-73.484416,Data Estática,Ataque Armado,Ninguno,6.0,MEDIO,"Ataque Armado, Reten",Ataque armado a reten Quidico,2ce19111-04a4-4273-9fbf-438aa8357bf8,KMZ_MZS_Historico,,Ataque Armado
2026-05-06 00:00:00+00:00,Comunicación de @wall_mapuche vía Instagram,https://www.instagram.com/p/DYARj0ajqUH/,https://scontent-scl3-1.cdninstagram.com/v/t51.82787-15/686961783_18374623429202889_2825873358969266978_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=103&ig_cache_key=Mzg5MTE4NzMwNjMwMDYxMzg5NQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=9dlEk_GPo2gQ7kNvwEI60-_&_nc_oc=Adr-MmAYgfy4JBkLH0BxDeVN8prnHDQ3L1-d-6RkRC7L8YtxLktH1YtG4HMASl1-Jpo&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-scl3-1.cdninstagram.com&_nc_gid=XIoAIzYtRCppHr3jBseSQA&_nc_ss=7a22e&oh=00_Af5oyFq7J0rQ29qB8zEW_iRI37OG-bLLYZUTMAHK6995Xg&oe=6A0BA5CF,Células no Atribuidas,Macrozona Sur,-33.0466662,-71.5635671,Redes Sociales,Declaración / Comunicado,Ninguno,2.0,BAJO,"Movilización Simbólica, Declaración / Comunicado","Comunicado online por células no atribuidas en la Macrozona Sur, sin acciones directas. Potencial para movilización simbólica, riesgo operativo bajo.",2ce5028c-a08e-4e30-b0fd-11887f1664e5,,C:\Users\PROGRAMA\Evidencias_IG\wall_mapuche_1778770992.jpg,Sabotaje / Otros
2023-08-24 00:00:00+00:00,Quema camión,Archivo Local KMZ,,Desconocidos,Colllipulli,-38.01329,-72.145395,Data Estática,Ataque Incendiario,"Contratistas / Forestal, Infraestructura Crítica",8.5,CRÍTICO,"Incendio Vehicular, CAMiones Quemados",Desconocidos queman camiones forestales en ruta rural de Collipulli en La Araucanía 3 camiones,2d190be2-071d-48f0-9531-d26f96cbd69c,KMZ_MZS_Historico,,Ataque Incendiario
2020-08-13 00:00:00+00:00,Ataque armado,Archivo Local KMZ,,"terroristas, Carabineros",Collipulli,-37.955827,-72.411733,Data Estática,Ataque Armado,Carabineros / FFAA,7.5,ALTO,"Enfrentamiento Armado, Carabineros",Enfrentamiento armado entre terroristas y Carabineros,2d2b4f46-f383-489b-9236-532a1a38e0f4,KMZ_MZS_Historico,,Ataque Armado
2020-01-18 00:00:00+00:00,Quema maquinaria,Archivo Local KMZ,,,Lumaco,-38.214688,-72.809433,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Daño A Maquinaria Agrícola, Vehículos Quemados","Atentado fundo santa clara 1 máquina cosechadora, 5 tractores, 1 trineumático y 1 skider quemados",2d3e4c9d-a234-4ba2-999f-f0c24f93f052,KMZ_MZS_Historico,,Sabotaje / Otros
2021-05-06 00:00:00+00:00,Quema maquinaria,Archivo Local KMZ,,-1,Lumaco,-38.266555,-73.087655,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Sabotaje Forestal, Vehículos Quemados","Maquinaria quemada 3 trineumáticos, 2 Skidder, 1 camión y 2 casetas",2d47c7d3-441d-4b4b-a1e9-af2bff8a6c63,KMZ_MZS_Historico,,Sabotaje / Otros
2023-10-30 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,WAM,Contulmo,-38.13817,-73.195622,Data Estática,Ataque Incendiario,Ninguno,6.0,MEDIO,"Incendiario, WAM",Reducida a escombros resulta capilla tras ataque incendiario en Contulmo: se lo adjudicó WAM,2d48b667-729b-4075-a99b-7554a8927895,KMZ_MZS_Historico,,Ataque Incendiario
2020-09-08 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,,Cañete,-37.834868,-73.465486,Data Estática,Ataque Incendiario,Ninguno,6.0,MEDIO,"Incendio Cabañas, Destrucción Edificios",Queman 3 cabañas sector laguna grande Lloncao,2d70025b-0ea7-4587-b4cf-74a88433f4ff,KMZ_MZS_Historico,,Ataque Incendiario
2021-04-08 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,,Cañete,-38.152781,-73.398804,Data Estática,Ataque Incendiario,Ninguno,6.0,MEDIO,"Incendio Turístico, Centro Quemado",Queman centro turístico 1 centro turístico,2da34124-21ae-4b15-9e38-409dcaad7000,KMZ_MZS_Historico,,Ataque Incendiario
2021-09-11 00:00:00+00:00,Quema maquinaria,Archivo Local KMZ,,atendado incendiario,Cañete,-37.773523,-73.436162,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Incendió Forestal, Pérdidas Económicas",Atendado incendiario deja 1500 millones en pérdidas en fundo Santa Lucía,2daddd3a-7a68-4c9d-83ce-025756af136c,KMZ_MZS_Historico,,Sabotaje / Otros
2020-06-19 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,,Victoria,-38.167998,-72.30638,Data Estática,Ataque Incendiario,Civiles / Terceros,7.5,ALTO,"Incendio Propietary, Casa Y Galpón",Atentado incendiario contra casa y galpon fundo Santa Ana,2db10706-ad6e-4aae-887b-81fc08e41d18,KMZ_MZS_Historico,,Ataque Incendiario
2022-11-18 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,,Curacautín,-38.213691,-71.807843,Data Estática,Ataque Incendiario,Ninguno,6.0,MEDIO,"Incendio Provocativo, Llaitul",Ataque incendiario en parque nacional Tolhuaca,2dbe3912-5269-4ed7-b7bb-5747e08e1c3f,KMZ_MZS_Historico,,Ataque Incendiario
2022-03-15 00:00:00+00:00,Ataque armado,Archivo Local KMZ,,Comitiva de ministra del interior Izkia Siches,Ercilla,-38.050257,-72.461927,Data Estática,Ataque Armado,Ninguno,6.0,MEDIO,"Emboscada Policial, Comitiva Ministerial",Comitiva de ministra del interior Izkia Siches es emboscada en Temucuicui,2e0deef7-fe0e-45d8-910f-4f6c3bfa3eda,KMZ_MZS_Historico,,Declaración / Pauta Política
2023-07-21 00:00:00+00:00,Ataque armado,Archivo Local KMZ,,desconocido,Carahue,-38.71127,-73.157448,Data Estática,Ataque Armado,Ninguno,6.0,MEDIO,"Ataque Vehicular, Transeúnte",Balean a transeúnte desde un vehículo en movimiento en Carahue,2e1a28c0-ba38-409a-9b09-508cd6d5d941,KMZ_MZS_Historico,,Ataque Armado
2021-11-04 00:00:00+00:00,Quema maquinaria,Archivo Local KMZ,,,Victoria,-38.414607,-72.072544,Data Estática,Ataque Incendiario,"Contratistas / Forestal, Infraestructura Crítica",8.5,CRÍTICO,"Sabotaje Forestal, Vehículos Quemados","Queman maquinaria en villa Cautín 3 skidder, 2 camiones, 1 container y 1 generador eléctrico",2e1af0a5-4253-4ae3-8328-7dbeb46aeba9,KMZ_MZS_Historico,,Ataque Incendiario
2021-02-10 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,,Cañete,-38.189518,-73.423379,Data Estática,Ataque Incendiario,Ninguno,6.0,MEDIO,"Incendio Propietary, Destrucción Edificios",Quema de 2 cabañas 2 cabañas,2e36ae9b-f711-4050-ac90-fcb4617afc43,KMZ_MZS_Historico,,Ataque Incendiario
2022-02-17 00:00:00+00:00,Quema maquinaria,Archivo Local KMZ,,un grupo de aproximadamente 8 sujetos,Lanco,-39.554847,-72.61557,Data Estática,Ataque Incendiario,"Contratistas / Forestal, Carabineros / FFAA",8.5,CRÍTICO,"Emboscada Armada, Armamento De Fuego","Los Mañíos ""Que, el día domingo 17 de julio de 2022, aproximadamente a las 5 00 horas, un grupo de aproximadamente 8 sujetos, premunidos de armas de fuego largas, tipo escopeta, y cortas, tipo pistolas, todas encapuc",2e46148d-2101-4604-8540-d1baa76d4b9c,KMZ_MZS_Historico,,Ataque Armado
2021-07-14 00:00:00+00:00,Quema maquinaria,Archivo Local KMZ,,-,San Juan de la Costa,-40.711548,-73.502674,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Quema De Maquinarias Forestales, Vehículos Quemados",Quema de 3 maquinarias forestales Forestal Austral sector Popoén 3 excavadoras,2e4b556c-5de4-48f7-aee6-1a4c529c896a,KMZ_MZS_Historico,,Sabotaje / Otros
2022-03-18 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,Desconocidos,Lanco,-39.497915,-72.572215,Data Estática,Ataque Incendiario,Civiles / Terceros,7.5,ALTO,"Incendio Provocativo, Vehículos Quemados","Quilche ""Fue el pasado viernes 18 de marzo cuando ocurrió un ataque incendiario en el fundo Rucahue, ubicado en la comuna de Lanco Allí, desconocidos quemaron dos viviendas y un vehículo y la investigación fue instru",2e78a819-80dc-4698-b21c-a8157f616126,KMZ_MZS_Historico,,Ataque Incendiario
2026-05-09 00:00:00+00:00,Comunicación de @radiokurruf vía Instagram,https://www.instagram.com/p/DYIrf2yjx89/,https://scontent-scl3-1.cdninstagram.com/v/t39.30808-6/690640473_1408880097939946_9218899409919977613_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ig_cache_key=Mzg5MzU1MzE4Mjk5NTg0OTAyMQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuNzIwLnNkci5yZWd1bGFyX3Bob3RvLkMzIn0%3D&_nc_ohc=URY4c8xs6ogQ7kNvwHAC4GH&_nc_oc=AdpkRxnzRuf_xQIZplqZMHEh6tyA32r1rh7i3kY-gsmljrRXDHepaKZP_qou-qO4veM&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-scl3-1.cdninstagram.com&_nc_gid=Wqx7YJcdHxZ5vPzqK5yYmw&_nc_ss=7a22e&oh=00_Af66vBSZbWKixhsX1GN3QgFIIMoFvwR2iTcc0OthHrbHMA&oe=6A05A985,Radiokurruf,Temuco,-38.7399236,-72.5901605,Redes Sociales,Declaración / Comunicado,Ninguno,2.0,BAJO,"Mapuche', 'Libertad",Comunicado político en apoyo a Weichafe Luis Fuenzalida,2e799e9a-cf28-4618-9c3b-989e4d9a4935,,,Sabotaje / Otros
2022-03-04 00:00:00+00:00,Ataque armado,Archivo Local KMZ,,CAM,Collipulli,-37.895697,-71.635634,Data Estática,Ataque Armado,Ninguno,6.0,MEDIO,"Ataque A Conaf, Pemehue CAM",Ataque a CONAF en reserva Pemehue CAM,2e83de42-c8bb-443f-90af-dae33e634034,KMZ_MZS_Historico,,Siniestro Forestal / Ambiental
2025-11-17 00:00:00+00:00,Ataque incendiario en La Araucanía deja un camión quemado: hallan lienzo dejado por una ORT de la CAM - ADN Radio,https://www.adnradio.cl/2025/11/17/ataque-incendiario-en-la-araucania-deja-un-camion-quemado-hallan-lienzo-dejado-por-una-ort-de-la-cam/,,CAM,"Nueva Imperial, La Araucanía",-38.745291,-72.952122,Conflicto Forestal,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Camión', 'Quemado","Un camión cargado con madera fue incendiado en la comuna de Nueva Imperial, La Araucanía",2e8e04aa-6119-44b1-8457-737a4c9d97e1,,,Ataque Incendiario
2021-07-20 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,,Cañete,-37.881823,-73.359369,Data Estática,Ataque Incendiario,Civiles / Terceros,7.5,ALTO,"Incendio Propio, Edificios Atacados",Queman casa y centro de eventos 1 casa y 1 centro de eventos,2eac5786-046e-4a8f-93fb-b7c527bca88f,KMZ_MZS_Historico,,Ataque Incendiario
2021-08-05 00:00:00+00:00,Fallido allanamiento en Temucuicui: Autoridades descartan relación con desacato de Huenchullán - Cooperativa.cl,https://www.cooperativa.cl/noticias/pais/region-de-la-araucania/fallido-allanamiento-en-temucuicui-autoridades-descartan-relacion-con/2021-08-05/105017.html,,Autoridades,"Ercilla, La Araucanía",-38.0682019,-72.3709002,Conflicto Forestal,Ataque Incendiario,Ninguno,6.0,MEDIO,"Allanamiento', 'Violencia","Autoridades realizan allanamiento en Temucuicui, enfrentando resistencia armada",2eb188c6-8227-41d5-bda3-9efd94cb82f1,,,Allanamiento
2020-09-24 00:00:00+00:00,Quema camión,Archivo Local KMZ,,,Tirúa,-38.407755,-73.458595,Data Estática,Ataque Incendiario,Ninguno,6.0,MEDIO,"Robo De Vehículos, Vehículos Quemados",Aparece quemado camión robado 1 camión,2ebe7b42-ae5b-44f9-bf55-30c724d690b6,KMZ_MZS_Historico,,Sabotaje / Otros
2024-08-29 00:00:00+00:00,Qué se sabe del ataque incendiario a un tren de pasajeros en La Araucanía en medio de huelga de hambre de Llaitul - Ex-Ante,https://www.ex-ante.cl/que-se-sabe-del-ataque-incendiario-a-un-tren-de-pasajeros-en-padre-las-casas-que-pudo-terminar-en-tragedia/,,Grupo De Encapuchados,"Padre Las Casas, contigua a Temuco",-38.7436,-72.5902,Conflicto Forestal,Ataque Incendiario,Infraestructura Crítica,7.0,ALTO,"Tren', 'Incendio","Un grupo de encapuchados incendió neumáticos y barreras ferroviarias, impidiendo el paso de un tren de pasajeros en La Araucanía.",2ee056c3-708a-4ffc-93e2-a86b83f2910b,,,Ataque Incendiario
2020-08-25 00:00:00+00:00,Quema camión,Archivo Local KMZ,,Fundo Tronicura,Los Sauces,-37.981262,-72.663901,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Quema Vehículos, CAMiones",Quema camiones fundo Tronicura 2 camiones,2ee6cbb3-ce1c-4c0e-a869-72bca31a2a34,KMZ_MZS_Historico,,Sabotaje / Otros
2022-04-14 00:00:00+00:00,Quema maquinaria,Archivo Local KMZ,,Ort Del Grupo Rad,Mariquina,-39.433123,-73.018514,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Sabotaje Forestal, ORT","Puringue Forestal Arauco Puringue pobre ""Tres máquinas de una faena forestal de la Región de Los Ríos fueron quemadas esta madrugada por desconocidos, que dejaron un panfleto atribuyéndolo a una ORT del grupo rad",2eebc851-8c71-49b5-9725-785a29b3600b,KMZ_MZS_Historico,,Sabotaje / Otros
2020-11-05 00:00:00+00:00,Quema maquinaria,Archivo Local KMZ,,,Contulmo,-37.932364,-73.215697,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Sabotaje Forestal, Vehículos Quemados","Queman maquinaria forestal en fundo San Ernesto 2 skidder, 1 procesador, 2 camionetas y 2 conteiner",2f1cf0f4-f6c0-4962-9e5d-3c612ec91240,KMZ_MZS_Historico,,Ataque Incendiario
2020-08-01 00:00:00+00:00,Ataque armado,Archivo Local KMZ,,victima denunciante de terrorismo,Ercilla,-37.906868,-72.471956,Data Estática,Ataque Armado,Ninguno,6.0,MEDIO,"Ataque Armado, Victima Denunciante",Ataque armado a victima denunciante de terrorismo,2f20692b-ca3f-479a-9225-2f83d7e9cb43,KMZ_MZS_Historico,,Ataque Armado
2020-07-15 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,no especificado,Victoria,-38.334748,-72.379852,Data Estática,Ataque Incendiario,Ninguno,6.0,MEDIO,"Quema De Vehículos Policiales, Predio",Quema de vehiculo policial al interior de predio,2f309edf-9dc1-4aa0-a6fc-ced5ce2e1c39,KMZ_MZS_Historico,,Ataque Incendiario
2020-10-24 00:00:00+00:00,Quema camión,Archivo Local KMZ,,,Alto Bio Bio,-37.834257,-71.65584,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Quema Vehículos Forestales, CAMiones Quemados",Quema camiones forestales 2 camiones,2f762fd9-3747-4340-8f02-989060a03a70,KMZ_MZS_Historico,,Sabotaje / Otros
2020-08-18 00:00:00+00:00,Quema maquinaria,Archivo Local KMZ,,,Loncoche,-39.404306,-72.59547,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Incendio Agrícola, Vehículos Quemados",Ataque incendiario hacienda La Castilla 1 skidder y 1 camioneta,2f820f98-d3d7-4602-b8b9-c03d386790a6,KMZ_MZS_Historico,,Ataque Incendiario
2021-04-22 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,,Tirúa,-38.325748,-73.486754,Data Estática,Ataque Incendiario,Civiles / Terceros,7.5,ALTO,"Incendio Arrendamiento, Ataque Incendiario",Queman casa arrendada 1 casa,2f8f5063-27ca-40b5-b7df-e64d5be9678a,KMZ_MZS_Historico,,Ataque Incendiario
2023-01-30 00:00:00+00:00,Quema camión,Archivo Local KMZ,,encapuchados,Collipulli,-37.952197,-72.432683,Data Estática,Ataque Incendiario,Civiles / Terceros,7.5,ALTO,"Incendio Vehículos, Encapuchados",Encapuchados intentan quemar camión en servicentro de Collipulli: trabajadores apagan inicio de llamas 1 camión,2fc3c2b0-7fc8-4096-9f5c-989656e44f7d,KMZ_MZS_Historico,,Sabotaje / Otros
2021-10-26 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,,Cañete,-38.248014,-73.491155,Data Estática,Ataque Incendiario,Ninguno,6.0,MEDIO,"Incendio Bodega, Quimico",Queman bodega en caleta Quidico 1 bodega,2fe4b681-c294-4673-956f-ccd9f932fc1e,KMZ_MZS_Historico,,Ataque Incendiario
2023-05-16 00:00:00+00:00,Quema camión,Archivo Local KMZ,,conductor,Traiguén,-38.139379,-72.580271,Data Estática,Ataque Incendiario,Ninguno,6.0,MEDIO,"Ataque Incendiario, Conductor Golpeado",Conductor escapa semidesnudo de ataque incendiario a camión en Traiguén: delincuentes lo golpearon 1 camión,2fe6becb-0871-4dcf-99d8-f33491b69a39,KMZ_MZS_Historico,,Ataque Incendiario
2022-08-16 00:00:00+00:00,Quema camión,Archivo Local KMZ,,,Curanilahue,-37.359178,-73.338347,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Incendio Deliberado, Vehículos Quemados",Ataque incendario en sector colico deja camiones quemado 18 camiones,2ffa59d2-ed37-400c-85fc-056eea279e4c,KMZ_MZS_Historico,,Sabotaje / Otros
2021-01-09 00:00:00+00:00,Ataque armado,Archivo Local KMZ,,-1,Panguipulli,-39.641941,-72.339719,Data Estática,Ataque Armado,Ninguno,6.0,MEDIO,"Comisaría, ORT",Ataque a comisaria,3004b6e7-d2c8-41a2-89d6-0aa80124be4b,KMZ_MZS_Historico,,Ataque Armado
2022-02-11 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,-1,Cañete,-37.96897,-73.418888,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Incendio Forestal, Vehículos Quemados","Quema de automóvil en un camino secundario de la localidad de Collico, con incendio forestal",301fa2b5-9f2c-4362-a9c7-f4b7ee4774c0,KMZ_MZS_Historico,,Ataque Incendiario
2021-10-14 00:00:00+00:00,Quema maquinaria,Archivo Local KMZ,,,Lautaro,-38.589005,-72.139889,Data Estática,Ataque Incendiario,"Contratistas / Forestal, Civiles / Terceros",8.5,CRÍTICO,"Incendio Arsonístico, Vehículos Quemados",Queman 2 viviendas y 1 skidder,304f2ec8-2850-41dc-99c9-5f5e962cc8ea,KMZ_MZS_Historico,,Ataque Incendiario
2020-10-10 00:00:00+00:00,Ataque armado,Archivo Local KMZ,,Carabineros,Ercilla,-38.110574,-72.237151,Data Estática,Ataque Armado,Carabineros / FFAA,7.5,ALTO,"Blindados Carabineros, Allanamiento",Atacan blindados de Carabineros previo a allanamiento de Temucuicui,30590452-6f68-4d03-9471-f8b9fa293164,KMZ_MZS_Historico,,Allanamiento / Ataque Armado
2021-02-28 00:00:00+00:00,Quema maquinaria,Archivo Local KMZ,,-1 0 -1,Lumaco,-38.235567,-73.02507,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Quema De Maquinaria Forestal, Destrucción De Equipo Pesado","Quema de maquinaria forestal en Capitán Pastene km 16 2 skidder, 2 excavadoras",30833543-c873-4b94-bff3-239fd74d6f49,KMZ_MZS_Historico,,Sabotaje / Otros
2021-09-10 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,-1,Los Ángeles,-37.20622,-72.209603,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Ataque Armado, Quema",Queman faena y realizan ataque armado 1 fundo,3084b34d-a269-4e8a-abd7-613de006fd28,KMZ_MZS_Historico,,Ataque Incendiario
2026-05-04 00:00:00+00:00,Comunicación de @biblio.jhonnycariqueo vía Instagram,https://www.instagram.com/p/DX7fGozvnyN/,https://scontent-scl3-1.cdninstagram.com/o1/v/t2/f2/m86/AQN1uGAzMr8AbzWNBTU4hwfyjzuKa3gLmBWTMhwdSmuO9ZXN6JI7kYSIMGD7zcspyoT3lTZF3x10gr0eOMiz_4YnWfqBU5Lv549XVuw.mp4?_nc_cat=109&_nc_sid=5e9851&_nc_ht=scontent-scl3-1.cdninstagram.com&_nc_ohc=08GsueYAkFcQ7kNvwHq4oia&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNDgwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MjE2NTAwMjQ5NzU5MjE3NiwiYXNzZXRfYWdlX2RheXMiOjQsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjoyOCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=16f9fe4740d43c95&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC84MzQzMDgyNTQyOEYyQjYyOEQyMkM4NDlDMUU0RDE4Rl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzUzNEUwQ0E3QjQxMTA1MDQxQkVBN0EzRDYxQUE5NTlDX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbgrfTM3cPYBxUCKAJDMywXQDwZmZmZmZoYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=hfHd9i7mMHcYk1ZSSjUKjA&_nc_ss=7a22e&_nc_zt=28&oh=00_Af7kEOwEvJso_xGloEtvEWJv_bCt3in3yIMIgB7WCbMBlg&oe=6A0057EE,Comunidad Mapuche,Universidad de la Frontera,-39.2740027,-71.9796243,Redes Sociales,Ataque Incendiario,Ninguno,6.0,MEDIO,"Unidad', 'Mapuche",Movilización en defensa de presos políticos mapuche,30877ec0-4ac1-4880-a045-645877a3a02d,,,Sabotaje / Otros
